link,to,lat,lon,B,z,n,nCC,Tw,TwCC,Length,gages,level
19052676,19052690,30.964933,-91.405716,8.455773,0.36320868,0.055,0.11,14.092956,50.0,2044.0,,36
19052872,19052878,30.925137,-91.19738,8.421095,0.3638678,0.055,0.11,14.035158,42.105476,1408.0,,36
19269176,19269180,31.017548,-91.590195,229.96371,0.08458356,0.04,0.08,383.27286,1149.8186,9693.0,,36
19052524,19052642,30.992746,-91.29473,2.0274215,0.6819899,0.06,0.12,3.3790357,10.137108,1262.0,,37
19052536,19053568,30.990522,-91.23771,1.440284,0.7930323,0.06,0.12,2.4004734,7.2014203,1187.0,,37
19052608,19052676,30.981417,-91.42869,2.9824526,0.57520646,0.06,0.12,4.9707546,14.912264,5506.0,,37
19052640,19052664,30.98243,-91.53155,2.0214517,0.6828778,0.06,0.12,3.3690863,10.107259,4099.0,,37
19052724,19052678,30.953367,-91.41472,1.5716676,0.76307064,0.06,0.12,2.619446,7.858338,2332.0,,37
19052758,19052860,30.943707,-91.22847,1.5300101,0.7721678,0.06,0.12,2.5500169,7.6500506,1355.0,,37
19053678,19052564,30.98962,-91.36362,2.859159,0.5860205,0.06,0.12,4.765265,14.295795,1089.0,,37
19053684,19052792,30.95922,-91.33964,0.7928972,1.0319475,0.06,0.12,1.3214954,3.9644861,250.0,,37
19053688,19052928,30.906446,-91.14688,1.3622657,0.8127581,0.06,0.12,2.270443,6.8113284,273.0,,37
19085261,19085429,30.857481,-91.60103,3.5410674,0.5332482,0.06,0.12,5.901779,17.705338,2717.0,,37
19052600,19052626,30.972498,-91.25343,2.380996,0.63529783,0.06,0.12,3.9683268,11.904981,491.0,,37
19052612,19052644,30.971539,-91.32287,2.5878944,0.6123675,0.06,0.12,4.3131576,12.939473,548.0,,37
19052680,19052678,30.958275,-91.41504,2.113367,0.66961193,0.06,0.12,3.5222783,10.566834,1780.0,,37
19052682,19052704,30.963099,-91.35703,2.4291906,0.629706,0.06,0.12,4.048651,12.145953,1840.0,,37
19052766,19052858,30.949677,-91.215294,2.385519,0.63476616,0.06,0.12,3.9758651,11.927595,4210.0,,37
19052768,19052858,30.951092,-91.223274,2.5976436,0.6113525,0.06,0.12,4.329406,12.988218,5235.0,,37
19052790,19052794,30.93923,-91.326225,1.774081,0.7233579,0.06,0.12,2.9568017,8.870404,1375.0,,37
19052820,19052872,30.931292,-91.18417,2.4697669,0.6251207,0.06,0.12,4.116278,12.348835,3137.0,,37
19085441,19085433,30.842653,-91.61292,3.8222826,0.5155696,0.06,0.12,6.370471,19.111412,912.0,,37
19085435,19085433,30.844135,-91.61091,3.5233173,0.5344317,0.06,0.12,5.8721957,17.616587,480.0,,37
19085445,19085443,30.82299,-91.57882,2.0927427,0.6725153,0.06,0.12,3.4879045,10.463714,304.0,,37
19051894,19052534,31.002167,-91.49405,3.4506037,0.53937125,0.06,0.12,5.751006,17.25302,489.0,,37
19052638,19052664,30.967667,-91.52362,3.457038,0.53892815,0.06,0.12,5.7617297,17.285189,416.0,,37
19269464,19269178,30.99935,-91.62885,4.239538,0.49253407,0.06,0.12,7.065897,21.197691,251.0,,37
19051892,19052532,31.002829,-91.48402,4.586881,0.47571683,0.055,0.11,7.644802,30.0,804.0,,37
19085447,19085443,30.822826,-91.579956,2.4397073,0.6285071,0.06,0.12,4.066179,12.198536,410.0,,37
19269172,19269176,31.053738,-91.55753,3.9069533,0.51061004,0.06,0.12,6.511589,19.534767,529.0,,37
19052610,19052644,30.978521,-91.321045,6.0546427,0.42087722,0.055,0.11,10.091071,30.273212,2019.0,,37
19053566,19052626,30.975271,-91.251335,6.100376,0.41948226,0.055,0.11,10.167294,30.50188,1210.0,,37
19052604,19052676,30.978546,-91.405624,8.283715,0.36651784,0.055,0.11,13.806191,50.0,2182.0,,37
19052812,19052872,30.93265,-91.19091,8.297822,0.3662428,0.055,0.11,13.829703,41.489113,896.0,,37
19269174,19269176,31.061615,-91.56127,229.9626,0.08458374,0.04,0.08,383.27103,1149.813,2106.0,,37
19051844,19051892,31.011488,-91.474754,1.7141308,0.734412,0.06,0.12,2.8568847,8.570654,2248.0,,38
19051952,19051894,31.01161,-91.49568,2.250037,0.65135336,0.06,0.12,3.7500618,11.250185,1896.0,,38
19052580,19052600,30.977365,-91.26645,2.010135,0.6845712,0.06,0.12,3.350225,10.050675,3287.0,,38
19052588,19052768,30.975824,-91.22576,1.4639503,0.78735054,0.06,0.12,2.439917,7.3197513,1539.0,,38
19052598,19052612,30.977106,-91.33371,1.7184082,0.73360497,0.06,0.12,2.8640137,8.592041,2238.0,,38
19052602,19052600,30.971127,-91.26385,1.5129662,0.7759934,0.06,0.12,2.5216103,7.564831,2000.0,,38
19052616,19052612,30.969044,-91.33897,2.2498426,0.6513782,0.06,0.12,3.7497375,11.249212,3431.0,,38
19052632,19052766,30.968618,-91.21885,1.4803479,0.7834909,0.06,0.12,2.4672463,7.401739,999.0,,38
19052668,19052680,30.962112,-91.429695,1.6900566,0.73900914,0.06,0.12,2.8167608,8.450283,1725.0,,38
19052856,19052820,30.922796,-91.16511,1.9423298,0.69501334,0.06,0.12,3.2372162,9.711649,1972.0,,38
19053680,19052682,30.972652,-91.35697,1.1946414,0.86122984,0.06,0.12,1.991069,5.9732065,482.0,,38
19053686,19052790,30.945505,-91.33236,1.5551047,0.76664555,0.06,0.12,2.5918412,7.7755237,522.0,,38
25732018,19085441,30.852684,-91.65872,3.7772663,0.51827145,0.06,0.12,6.2954435,18.886332,9277.0,,38
19085263,19085435,30.85206,-91.6153,3.5016866,0.53588563,0.06,0.12,5.8361444,17.508432,1506.0,,38
19085271,19085445,30.816996,-91.57711,2.0491016,0.67879707,0.06,0.12,3.4151695,10.245508,1543.0,,38
19051856,19051894,31.016598,-91.492966,3.0351224,0.5707812,0.06,0.12,5.0585375,15.175612,3590.0,,38
19052540,19052610,30.988693,-91.32748,3.0462887,0.56985724,0.06,0.12,5.077148,15.231443,1492.0,,38
19052628,19052638,30.972506,-91.52147,3.2085469,0.55695885,0.06,0.12,5.347578,16.042734,1141.0,,38
19052634,19052638,30.969429,-91.51682,1.9615526,0.6920002,0.06,0.12,3.2692542,9.807763,1330.0,,38
19052544,19052604,30.987827,-91.40131,3.2573433,0.55326235,0.06,0.12,5.4289055,16.286716,192.0,,38
19052780,19052812,30.940914,-91.17397,4.7848344,0.4669315,0.06,0.12,7.9747243,23.924173,4135.0,,38
19053562,19053566,30.9806,-91.25097,3.8902907,0.51157373,0.06,0.12,6.483818,19.451454,643.0,,38
19052520,19269464,30.998278,-91.59204,4.2271056,0.49317265,0.06,0.12,7.045176,21.135529,6989.0,,38
19051842,19051892,31.012146,-91.486275,4.47,0.48116508,0.055,0.11,7.4499993,30.0,1811.0,,38
19085267,19085447,30.820292,-91.57979,2.358482,0.6379663,0.06,0.12,3.9308033,11.79241,150.0,,38
19269060,19269172,31.053297,-91.55394,3.8821435,0.5120471,0.06,0.12,6.470239,19.410717,271.0,,38
19052546,19052610,30.992844,-91.32245,5.6854067,0.43272445,0.055,0.11,9.4756775,30.0,2622.0,,38
19053564,19053566,30.993187,-91.250854,5.471495,0.44010818,0.055,0.11,9.119159,30.0,3363.0,,38
19052542,19052604,30.991611,-91.39369,8.041976,0.37133825,0.055,0.11,13.403294,50.0,1957.0,,38
19052776,19052812,30.940258,-91.190544,7.683279,0.3788891,0.055,0.11,12.805465,38.416393,1513.0,,38
19105659,19269174,31.071754,-91.56729,5.488737,0.4394977,0.055,0.11,9.147895,30.0,587.0,,38
19269170,19269174,31.07682,-91.57767,229.96118,0.08458397,0.04,0.08,383.26865,1149.8059,2603.0,,38
19051948,19051856,31.038877,-91.499504,1.7340254,0.7306827,0.06,0.12,2.8900423,8.670127,2419.0,,39
19052518,19052540,30.99604,-91.34287,1.9462038,0.69440264,0.06,0.12,3.243673,9.731019,2336.0,,39
19052538,19052544,30.990374,-91.412346,1.4300404,0.7955334,0.06,0.12,2.3834007,7.150202,2295.0,,39
19052554,19053562,30.991186,-91.26913,2.6294944,0.60807437,0.06,0.12,4.3824906,13.147472,4535.0,,39
19052574,19052628,30.984306,-91.517784,1.8450323,0.71095115,0.06,0.12,3.075054,9.225162,2082.0,,39
19085527,19085263,30.856201,-91.62109,3.2881708,0.550968,0.06,0.12,5.4802847,16.440853,155.0,,39
19085529,19085271,30.80494,-91.57156,1.7597766,0.72594607,0.06,0.12,2.932961,8.798883,1415.0,,39
19269058,19269060,31.059608,-91.54701,1.6285847,0.7511881,0.06,0.12,2.7143078,8.142923,2332.0,,39
19051790,19051842,31.020855,-91.47859,2.831908,0.5885018,0.06,0.12,4.7198467,14.159539,1470.0,,39
19051950,19051856,31.029957,-91.50206,2.3071659,0.644188,0.06,0.12,3.8452764,11.53583,557.0,,39
19052516,19052540,30.997007,-91.334435,2.4461737,0.6277735,0.06,0.12,4.0769563,12.230868,969.0,,39
19052576,19052628,30.977327,-91.521935,2.923941,0.5802566,0.06,0.12,4.8732347,14.619704,272.0,,39
19052732,19052776,30.952183,-91.20248,1.808301,0.7172865,0.06,0.12,3.013835,9.041505,2382.0,,39
19052782,19052780,30.93684,-91.15089,2.7660863,0.5946394,0.06,0.12,4.6101437,13.830431,3541.0,,39
19053712,19052634,30.972536,-91.511986,1.7398119,0.72960955,0.06,0.12,2.8996866,8.6990595,28.0,,39
19052530,19052544,30.988813,-91.401886,3.1535254,0.5612253,0.06,0.12,5.2558756,15.767627,89.0,,39
19052552,19053562,30.988499,-91.25332,3.408116,0.5423275,0.06,0.12,5.6801934,17.04058,1727.0,,39
19052708,19052780,30.954618,-91.145226,4.1491356,0.49724004,0.06,0.12,6.915226,20.745678,3636.0,,39
19051898,19052520,31.000528,-91.55865,3.9055536,0.5106908,0.06,0.12,6.509256,19.527767,315.0,,39
19269166,19269170,31.087912,-91.59025,2.8251712,0.58912045,0.06,0.12,4.708619,14.125856,908.0,,39
19051792,19051842,31.022173,-91.48488,3.923281,0.50967145,0.06,0.12,6.5388017,19.616405,1144.0,,39
19085449,19085267,30.819214,-91.58385,2.3518956,0.6387539,0.06,0.12,3.919826,11.759479,760.0,,39
19269064,19269060,31.051533,-91.55225,3.7717083,0.5186083,0.06,0.12,6.2861805,18.858541,896.0,,39
19051862,19053564,31.002127,-91.24755,5.3629465,0.4440162,0.055,0.11,8.938244,30.0,495.0,,39
19051874,19052546,31.000732,-91.31707,5.568993,0.4366921,0.055,0.11,9.281655,30.0,129.0,,39
19051878,19052542,31.003822,-91.39462,7.9793715,0.3726208,0.055,0.11,13.298953,50.0,902.0,,39
19052730,19052776,30.951588,-91.19343,7.5987124,0.38074365,0.055,0.11,12.664521,37.993565,1441.0,,39
19105657,19105659,31.073803,-91.56572,5.477139,0.43990806,0.055,0.11,9.128565,30.0,14.0,,39
19269168,19269170,31.087389,-91.59146,229.9609,0.08458401,0.04,0.08,383.26816,1149.8044,941.0,,39
19051738,19051950,31.042015,-91.50868,1.7391708,0.72972816,0.06,0.12,2.898618,8.695854,3487.0,,40
19051740,19051950,31.036627,-91.509705,1.829756,0.7135637,0.06,0.12,3.0495934,9.148781,1871.0,,40
19051758,19051790,31.032185,-91.468994,1.9030045,0.7013135,0.06,0.12,3.1716743,9.515022,2152.0,,40
19051780,19051790,31.025951,-91.46043,2.3470669,0.6393333,0.06,0.12,3.911778,11.735333,3645.0,,40
19051868,19051874,31.010153,-91.32055,1.8970629,0.7022817,0.06,0.12,3.1617715,9.485314,2417.0,,40
19051876,19052516,31.010462,-91.34011,2.3293755,0.641471,0.06,0.12,3.8822925,11.646877,2544.0,,40
19051884,19051898,31.015059,-91.5578,2.8035035,0.5911249,0.06,0.12,4.672506,14.017518,4751.0,,40
19051944,19051792,31.046589,-91.486565,2.3729527,0.636247,0.06,0.12,3.9549212,11.864763,5288.0,,40
19051954,19051862,31.00847,-91.252174,1.3529301,0.81522757,0.06,0.12,2.2548833,6.7646503,1720.0,,40
19052526,19052530,30.9919,-91.414154,1.9841478,0.68851244,0.06,0.12,3.306913,9.920739,3115.0,,40
19052568,19052576,30.988955,-91.52257,1.7021763,0.7366831,0.06,0.12,2.8369606,8.510881,2552.0,,40
19052570,19052576,30.988548,-91.52885,2.694336,0.6015743,0.06,0.12,4.4905596,13.47168,3459.0,,40
19052606,19053712,30.975965,-91.50746,1.7324113,0.73098296,0.06,0.12,2.887352,8.662056,1253.0,,40
19052656,19052732,30.964521,-91.209045,1.2419907,0.8465871,0.06,0.12,2.0699844,6.2099533,1339.0,,40
19052774,19052782,30.936533,-91.12934,1.770371,0.72402626,0.06,0.12,2.9506183,8.851855,1268.0,,40
19269070,19269064,31.04188,-91.550285,1.6131428,0.7543521,0.06,0.12,2.6885715,8.065715,1844.0,,40
19052514,19052552,30.996696,-91.26174,3.1393223,0.56234413,0.06,0.12,5.232204,15.696611,1097.0,,40
19052528,19052530,30.994,-91.40097,2.8509507,0.58676434,0.06,0.12,4.7515845,14.254754,1880.0,,40
19052646,19052708,30.971235,-91.1253,2.8028688,0.59118396,0.06,0.12,4.6714478,14.014344,3325.0,,40
19052512,19052552,30.99699,-91.25866,1.8224635,0.714822,0.06,0.12,3.0374393,9.112318,753.0,,40
19052652,19052708,30.960295,-91.129776,2.9880702,0.57472914,0.06,0.12,4.9801173,14.9403515,180.0,,40
19051882,19051898,31.00305,-91.55712,3.3053136,0.54970545,0.06,0.12,5.5088563,16.526567,389.0,,40
19052670,19052730,30.96005,-91.18197,3.7881935,0.5176114,0.06,0.12,6.3136554,18.940968,3758.0,,40
19269040,19269166,31.09669,-91.59252,2.7646525,0.59477544,0.06,0.12,4.607754,13.823262,1382.0,,40
19051756,19051792,31.036287,-91.474464,3.5497575,0.5326718,0.06,0.12,5.9162626,17.748789,4304.0,,40
19085269,19085449,30.81867,-91.58795,2.290373,0.6462675,0.06,0.12,3.8172886,11.451866,56.0,,40
19269066,19269064,31.047796,-91.54315,3.6441133,0.52654237,0.06,0.12,6.073522,18.220566,1477.0,,40
19051832,19051862,31.01144,-91.242325,5.3205714,0.44557288,0.055,0.11,8.867619,30.0,2651.0,,40
19051870,19051874,31.002941,-91.314156,5.4810796,0.4397685,0.055,0.11,9.135133,30.0,820.0,,40
19051826,19051878,31.011612,-91.40134,6.083438,0.41999713,0.055,0.11,10.139064,30.41719,1416.0,,40
19051824,19051878,31.009258,-91.38719,6.4908147,0.40815693,0.055,0.11,10.818025,32.45407,2093.0,,40
19052660,19052730,30.966457,-91.19256,7.22399,0.38933387,0.055,0.11,12.039984,36.11995,2023.0,,40
19105519,19105657,31.087637,-91.56878,5.4748898,0.43998778,0.055,0.11,9.124816,30.0,3119.0,,40
19269940,19269168,31.10843,-91.6197,229.96089,0.08458401,0.04,0.08,383.26816,1149.8044,6464.0,,40
19051800,19051826,31.01732,-91.42055,1.7666459,0.72469944,0.06,0.12,2.9444098,8.833229,3186.0,,41
19051860,19051882,31.011972,-91.549965,1.6767335,0.741594,0.06,0.12,2.794556,8.383668,2197.0,,41
19051866,19052514,31.022238,-91.27149,3.0503883,0.5695192,0.06,0.12,5.0839806,15.251942,6687.0,,41
19051880,19052528,31.006626,-91.422775,2.6306438,0.6079571,0.06,0.12,4.3844066,13.153219,6327.0,,41
19051940,19051756,31.060034,-91.49403,2.0623136,0.6768751,0.06,0.12,3.4371893,10.311568,3615.0,,41
19052560,19052646,30.980066,-91.11299,1.5091745,0.7768529,0.06,0.12,2.515291,7.5458727,422.0,,41
19052592,19052660,30.975298,-91.20245,2.2240717,0.65469736,0.06,0.12,3.7067864,11.120359,3258.0,,41
19052706,19052652,30.952904,-91.12146,2.2001486,0.6578285,0.06,0.12,3.6669145,11.000743,2408.0,,41
19269068,19269066,31.045572,-91.52741,2.1646514,0.66256607,0.06,0.12,3.607752,10.8232565,2781.0,,41
19051772,19051832,31.032516,-91.22802,3.4573758,0.5389049,0.06,0.12,5.7622933,17.286879,3940.0,,41
19051796,19051824,31.017473,-91.38399,2.310496,0.6437782,0.06,0.12,3.8508267,11.552481,1593.0,,41
19051864,19052512,31.006374,-91.25689,1.7128105,0.7346617,0.06,0.12,2.854684,8.564053,1469.0,,41
19052614,19052670,30.97398,-91.166664,2.235553,0.65321183,0.06,0.12,3.7259216,11.177765,2392.0,,41
19052650,19052652,30.960938,-91.12504,2.4983392,0.62195647,0.06,0.12,4.163899,12.491696,938.0,,41
19051872,19051882,31.006823,-91.5487,3.132276,0.56290185,0.06,0.12,5.22046,15.66138,2377.0,,41
19052618,19052670,30.96952,-91.14055,3.1139553,0.56436056,0.06,0.12,5.1899257,15.569777,6294.0,,41
19105493,19105519,31.099142,-91.56288,2.6090744,0.6101694,0.06,0.12,4.3484573,13.045372,1029.0,,41
19269164,19269040,31.108177,-91.59806,2.7013102,0.6008886,0.06,0.12,4.5021834,13.506551,1415.0,,41
19051680,19051756,31.051788,-91.481255,2.7479935,0.5963635,0.06,0.12,4.579989,13.739967,299.0,,41
19051836,19051870,31.007053,-91.31142,3.52291,0.53445894,0.06,0.12,5.8715167,17.61455,600.0,,41
19085451,19085269,30.820992,-91.59229,2.284722,0.6469722,0.06,0.12,3.8078701,11.423611,1070.0,,41
19269062,19269066,31.051437,-91.53676,3.1007547,0.56541926,0.06,0.12,5.1679244,15.503774,290.0,,41
19269162,19269940,31.138855,-91.62169,3.7916574,0.5174027,0.06,0.12,6.319429,18.958286,513.0,,41
19051774,19051832,31.026281,-91.241554,4.542689,0.477753,0.055,0.11,7.5711484,30.0,1957.0,,41
19051834,19051870,31.011496,-91.29242,4.8869324,0.46260235,0.06,0.12,8.144888,24.434662,4801.0,,41
19051798,19051826,31.019146,-91.40846,5.975746,0.42331973,0.055,0.11,9.959578,30.0,941.0,,41
19051802,19051824,31.017445,-91.37896,6.300754,0.41354358,0.055,0.11,10.501257,31.503769,1700.0,,41
19052590,19052660,30.97158,-91.19072,7.088495,0.39259976,0.055,0.11,11.8141575,35.442474,361.0,,41
19105481,19105519,31.101654,-91.56832,4.828423,0.46506715,0.06,0.12,8.047372,24.142115,642.0,,41
19269160,19269940,31.15978,-91.59909,229.96004,0.084584154,0.04,0.08,383.26672,1149.8002,6941.0,,41
19051662,19051680,31.061737,-91.47344,1.6579399,0.745291,0.06,0.12,2.7632332,8.2897,2588.0,,42
19051694,19051772,31.062424,-91.21107,2.663841,0.6046029,0.06,0.12,4.439735,13.319205,5263.0,,42
19051696,19051772,31.046907,-91.210175,1.7337028,0.7307427,0.06,0.12,2.8895047,8.668513,1950.0,,42
19051728,19051834,31.038383,-91.28371,1.7035127,0.7364281,0.06,0.12,2.8391876,8.517563,2117.0,,42
19051760,19051796,31.030214,-91.38904,1.3070554,0.8277292,0.06,0.12,2.1784256,6.535277,1722.0,,42
19051762,19051796,31.036905,-91.397194,2.044895,0.6794128,0.06,0.12,3.4081583,10.224475,3949.0,,42
19051770,19051798,31.026646,-91.41469,1.6252997,0.7518576,0.06,0.12,2.7088327,8.126498,1791.0,,42
19051808,19051802,31.017927,-91.36956,1.613514,0.75427556,0.06,0.12,2.68919,8.06757,1596.0,,42
19051814,19051836,31.028004,-91.30564,2.4246564,0.6302253,0.06,0.12,4.041094,12.1232815,4950.0,,42
19051820,19051872,31.017462,-91.52822,2.4107838,0.6318227,0.06,0.12,4.017973,12.053918,4094.0,,42
19051946,19051774,31.036888,-91.25266,1.5040901,0.7780104,0.06,0.12,2.5068169,7.52045,1898.0,,42
19051962,19051864,31.014048,-91.25922,1.4023281,0.8024313,0.06,0.12,2.3372135,7.0116405,366.0,,42
19052550,19052614,30.986128,-91.15692,1.673284,0.7422681,0.06,0.12,2.7888067,8.366421,1145.0,,42
19052648,19052650,30.969788,-91.11667,1.7104952,0.73510027,0.06,0.12,2.8508253,8.552476,2543.0,,42
19052654,19052650,30.959732,-91.11378,2.065304,0.67644256,0.06,0.12,3.4421732,10.32652,2041.0,,42
19105447,19105481,31.11237,-91.5753,2.6435077,0.6066502,0.06,0.12,4.4058466,13.217539,2645.0,,42
19105491,19105493,31.099237,-91.55608,1.2395201,0.84733117,0.06,0.12,2.0658667,6.1976004,735.0,,42
19269056,19269062,31.06178,-91.53712,1.4829739,0.7828785,0.06,0.12,2.4716232,7.4148693,2218.0,,42
19051822,19051872,31.013382,-91.54171,2.2347648,0.65331346,0.06,0.12,3.724608,11.173824,825.0,,42
19052506,19052618,30.998137,-91.13779,1.6859789,0.7397971,0.06,0.12,2.809965,8.429894,523.0,,42
19105495,19105493,31.09662,-91.55731,2.3527877,0.638647,0.06,0.12,3.921313,11.763939,180.0,,42
19269038,19269164,31.118237,-91.601326,2.6276245,0.6082652,0.06,0.12,4.3793745,13.1381235,887.0,,42
19051664,19051680,31.05574,-91.48282,2.5041995,0.621314,0.06,0.12,4.1736655,12.520997,676.0,,42
19051816,19051836,31.013521,-91.31397,3.052434,0.5693508,0.06,0.12,5.08739,15.26217,1337.0,,42
19085265,19085451,30.828917,-91.60866,1.7908952,0.7203538,0.06,0.12,2.9848254,8.954476,2666.0,,42
19269034,19269162,31.150087,-91.62511,3.7729924,0.51853037,0.06,0.12,6.2883205,18.864962,2589.0,,42
19269054,19269062,31.054308,-91.53423,2.9659307,0.5766179,0.06,0.12,4.9432178,14.829653,614.0,,42
19051718,19051774,31.035717,-91.24384,4.29302,0.4898176,0.055,0.11,7.1550326,30.0,518.0,,42
19051730,19051834,31.039768,-91.29541,4.4496403,0.48213512,0.06,0.12,7.416067,22.248201,2529.0,,42
19052572,19052590,30.975561,-91.18646,4.014292,0.5045409,0.06,0.12,6.690486,20.071457,1219.0,,42
19051768,19051798,31.031004,-91.41209,5.9063888,0.42550564,0.055,0.11,9.843982,30.0,2322.0,,42
