x, y
0.0364963503649635, 19.98936170212766
1.5693430656934306, 19.97872340425532
4.087591240875912, 20.01063829787234
5.547445255474452, 20
5.985401459854014, 20.01063829787234
6.313868613138686, 20.04255319148936
6.56934306569343, 20.095744680851062
6.8248175182481745, 20.159574468085108
7.080291970802919, 20.26595744680851
8.065693430656934, 20.925531914893618
8.357664233576642, 21.127659574468083
8.649635036496349, 21.28723404255319
8.86861313868613, 21.372340425531917
9.124087591240874, 21.414893617021278
9.48905109489051, 21.393617021276597
9.817518248175181, 21.319148936170212
10.072992700729927, 21.21276595744681
11.16788321167883, 20.648936170212767
11.678832116788321, 20.43617021276596
12.226277372262773, 20.25531914893617
13.065693430656934, 20.117021276595743
14.051094890510948, 20.0531914893617
15.620437956204379, 20
17.664233576642335, 20
20.401459854014597, 20.01063829787234
22.481751824817515, 19.98936170212766
23.941605839416056, 19.98936170212766